Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,10/06/2011,Rates,Localism,WOLVERHAMPTON CITY COUNCIL,,5106164179,"4,330.00",,
Communities & Local Government,DCLG,10/06/2011,Rates,Localism,WOLVERHAMPTON CITY COUNCIL,,5106164180,"4,330.00",,
Communities & Local Government,DCLG,10/06/2011,Research,Neighbourhoods,IMPERIAL COLLEGE,,5106164188,"5,700.00",,
Communities & Local Government,DCLG,10/06/2011,Research,Neighbourhoods,IMPERIAL COLLEGE,,5106164190,"5,700.00",,
Communities & Local Government,DCLG,10/06/2011,Software Licences,Neighbourhoods,SERCO LTD,,5106164211,"32,210.40",,
Communities & Local Government,DCLG,10/06/2011,Steady State Service Provision,Finance & Corporate Services,VERIZON UK LTD,,5106163263,"3,590.88",,
Communities & Local Government,DCLG,10/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164170,"5,834.03",,
Communities & Local Government,DCLG,10/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164170,"2,237.11",,
Communities & Local Government,DCLG,10/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164170,"1,728.20",,
Communities & Local Government,DCLG,10/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164170,"2,309.82",,
Communities & Local Government,DCLG,13/06/2011,IT - Service Contracts,Finance & Corporate Services,SPECIALIST COMPUTER CENTRES PLC,,5106164272,"108,180.00",,
Communities & Local Government,DCLG,13/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164298,118.08,,
Communities & Local Government,DCLG,13/06/2011,Office Supplies,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164298,12.12,,
Communities & Local Government,DCLG,13/06/2011,Office Supplies,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164298,24.48,,
Communities & Local Government,DCLG,13/06/2011,Office Supplies,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164298,81.79,,
Communities & Local Government,DCLG,13/06/2011,Office Supplies,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164298,314.16,,
Communities & Local Government,DCLG,13/06/2011,Publishing,Finance & Corporate Services,DURRANTS LTD,,5106164256,"2,653.46",,
Communities & Local Government,DCLG,13/06/2011,Steady State Service Provision,Neighbourhoods,CHARTERED INST OF HOUSING,Yes,5106164202,"3,600.00",,
Communities & Local Government,DCLG,13/06/2011,Storage,Finance & Corporate Services,CAMBERTOWN LTD,,5106164239,"6,381.32",,
Communities & Local Government,DCLG,13/06/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,5106164221,"4,418.20",,
Communities & Local Government,DCLG,13/06/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,5106164223,987.50,,
Communities & Local Government,DCLG,13/06/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,5106164225,"80,332.51",,
Communities & Local Government,DCLG,13/06/2011,Training,Finance & Corporate Services,FAIRPLACE LIMITED,,5106164268,"5,000.00",,
Communities & Local Government,DCLG,13/06/2011,Training,Finance & Corporate Services,WHITEHALL & INDUSTRY GROUP,,5106164248,"6,500.00",,
Communities & Local Government,DCLG,13/06/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100204645,"12,854.63",,
Communities & Local Government,DCLG,13/06/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,,2100204645,"1,963.95",,
Communities & Local Government,DCLG,13/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163773,"1,004.52",,
Communities & Local Government,DCLG,13/06/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106163775,885.16,,
Communities & Local Government,DCLG,14/06/2011,Accommodation Service Charges,Finance & Corporate Services,BNP PARIBAS REAL ESTATE,,5106164235,"1,800.00",,
Communities & Local Government,DCLG,14/06/2011,Accommodation Service Charges,Localism,CANADA LIFE LTD,,5106164112,885.00,,
Communities & Local Government,DCLG,14/06/2011,Accommodation Service Charges,Treasury,CITY OF LONDON,,5106164325,"39,905.64",,
Communities & Local Government,DCLG,14/06/2011,Accommodation Service Charges,Treasury,CITY OF LONDON,,5106164325,"4,214.63",,
Communities & Local Government,DCLG,14/06/2011,Agency Staff,Finance & Corporate Services,ALLEN LANE FINANCIAL RECRUITMENT,,5106164229,"1,620.00",,
Communities & Local Government,DCLG,14/06/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,,5106164372,"7,656.00",,
Communities & Local Government,DCLG,14/06/2011,Cap Grants to Local Authorities (DEL),Localism,NORTHUMBERLAND FIRE & RESCUE SERV,,5000162570,"784,768.00",Yes,
Communities & Local Government,DCLG,14/06/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,FYLDE BC,,5000117672,"-1,617.00",Yes,
Communities & Local Government,DCLG,14/06/2011,Courier Services,Treasury,PITNEY BOWES PURCHASE POWER,,5106164324,"1,515.00",,
Communities & Local Government,DCLG,14/06/2011,Current Grants to Non Profit Bodies,Localism,ACTION FOR MARKET TOWNS,Yes,2100204665,"40,000.00",Yes,
Communities & Local Government,DCLG,14/06/2011,Fixed Maintenance,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106164270,"1,833.41",,
Communities & Local Government,DCLG,14/06/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,5106164227,"43,600.00",,
Communities & Local Government,DCLG,14/06/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,5106164227,"3,126.98",,
Communities & Local Government,DCLG,14/06/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,5106164227,"32,126.23",,
Communities & Local Government,DCLG,14/06/2011,IT Maintenance,Treasury,LA INT COMPUTER CONSULTANTS LTD,,5106164366,"8,790.80",,
Communities & Local Government,DCLG,14/06/2011,Legal Fees,Finance & Corporate Services,DAVID FORSDICK,,5106164252,480.00,,
Communities & Local Government,DCLG,14/06/2011,Office Machinery (<£5000),Treasury,OCE UK LTD,,5106164379,"1,664.09",,
Communities & Local Government,DCLG,14/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164301,269.43,,
Communities & Local Government,DCLG,14/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164301,362.21,,
Communities & Local Government,DCLG,14/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164301,88.46,,
Communities & Local Government,DCLG,14/06/2011,Office Supplies,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164301,5.88,,
Communities & Local Government,DCLG,14/06/2011,Post,Treasury,DCLG GOVERNMENT PROCUREMENT CARD,,1000003269,927.00,,
Communities & Local Government,DCLG,14/06/2011,Property/Estates Consultancy,Localism,VALUATION OFFICE AGENCY,,5106164307,"3,192.00",,
Communities & Local Government,DCLG,14/06/2011,Rent,Localism,CANADA LIFE LTD,,5106164112,"435,600.00",,
Communities & Local Government,DCLG,14/06/2011,Rent,Treasury,CITY OF LONDON,,5106164325,"257,167.50",,
Communities & Local Government,DCLG,14/06/2011,Rent,Treasury,DENTONS PENSION MANAGEMENT,,5106164319,"10,047.25",,
Communities & Local Government,DCLG,14/06/2011,Research,Finance & Corporate Services,NETFUNDI LTD,,5106164291,"1,302.00",,
Communities & Local Government,DCLG,14/06/2011,Security,Treasury,DCLG GOVERNMENT PROCUREMENT CARD,,1000003270,806.40,,
Communities & Local Government,DCLG,14/06/2011,IT Support,Localism,VERIZON UK LTD,,5106164309,"5,091.98",,
Communities & Local Government,DCLG,14/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164178,"14,855.07",,
Communities & Local Government,DCLG,14/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164178,"14,169.31",,
Communities & Local Government,DCLG,14/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164178,"13,669.46",,
Communities & Local Government,DCLG,14/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164178,"14,684.72",,
Communities & Local Government,DCLG,14/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164294,792.04,,
Communities & Local Government,DCLG,14/06/2011,Training,Finance & Corporate Services,BPP PROFESSIONAL EDUCATION LTD,,5106164266,"1,297.00",,
Communities & Local Government,DCLG,14/06/2011,Training,Neighbourhoods,SOCIA LTD,,5106163823,900.00,,
Communities & Local Government,DCLG,14/06/2011,Water,Finance & Corporate Services,THAMES WATER UTILITIES,,5106164231,"1,450.53",,
Communities & Local Government,DCLG,15/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164398,"11,760.00",,
Communities & Local Government,DCLG,15/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164402,171.00,,
Communities & Local Government,DCLG,15/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164402,"6,036.12",,
Communities & Local Government,DCLG,15/06/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,,5106164375,"13,808.12",,
Communities & Local Government,DCLG,15/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106164408,"1,044.00",,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,ADUR DC,,5000166256,"4,789.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,ALLERDALE BC,,5000166257,"6,539.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,AMBER VALLEY BC,,5000166258,"6,539.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,ARUN DC,,5000166112,"8,289.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,ASHFIELD DC,,5000166259,"17,521.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,ASHFORD BC,,5000166113,"28,583.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,AYLESBURY VALE DC(HSG),,5000166114,"20,495.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BABERGH DC,,5000166115,"13,047.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BARKING & DAGENHAM LB (HSG),,5000166116,"61,383.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BARNET LBC,,5000166260,"72,921.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BARNSLEY MBC,,5000166261,"62,317.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BARROW BC,,5000166262,"221,471.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BASILDON DISTRICT COUNCIL,,5000166263,"28,371.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BASINGSTOKE & DEANE BC,,5000166264,"10,038.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BASSETLAW DC (HSG),,5000166117,"36,817.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BATH & NE SOMERSET DC (HSG),,5000166118,"55,761.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BEDFORD UNITARY AUTHORITY,,5000166461,"47,898.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BEXLEY LB (HSG),,5000166119,"55,053.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BIRMINGHAM CITY CNCL,,5000166265,"234,562.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BLABY DC (HSG),,5000166120,"4,789.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BLACKBURN WITH DARWEN BC,,5000166266,"297,687.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BLACKPOOL BC,,5000166267,"83,078.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BOLSOVER DC,,5000166268,"196,771.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BOLTON MBC,,5000166269,"81,966.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BOSTON BC,,5000166121,"16,904.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BOURNEMOUTH DC,,5000166270,"86,226.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BRACKNELL FOREST DC,,5000166271,"30,614.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BRADFORD MBC,,5000166272,"121,636.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BRAINTREE DC,,5000166122,"5,956.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BRECKLAND DC,,5000166123,"29,134.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BRENT LB (HSG),,5000166124,"151,933.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BRENTWOOD BC,,5000166273,"4,167.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BRIGHTON & HOVE CITY COUNCIL,,5000166274,"161,363.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BRISTOL CITY CNCL (HSG),,5000166125,"182,036.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BROADLAND DC,,5000166126,"9,455.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BROMLEY LB,,5000166275,"58,164.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BROMSGROVE DC,,5000166127,"9,455.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BROXBOURNE BC,,5000166276,"5,372.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BROXTOWE BC,,5000166277,"7,356.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BUCKINGHAMSHIRE CC,,5000166278,"102,633.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,BURNLEY BC,,5000166279,"342,098.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CALDERDALE MBC,,5000166281,"83,917.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CAMBRIDGE CITY COUNCIL,,5000166282,"47,954.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CAMBRIDGESHIRE COUNTY CNCL,,5000166283,"93,001.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CAMDEN LB,,5000166284,"196,936.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CANNOCK CHASE DC,,5000166285,"6,189.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CANTERBURY CITY CNCL,,5000166128,"28,705.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CARLISLE CITY CNCL,,5000166129,"7,123.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CASTLE POINT BC,,5000166286,"7,123.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CENTRAL BEDFORDSHIRE COUNCIL,,5000166458,"49,893.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHARNWOOD BC,,5000166287,"8,755.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHELMSFORD BC,,5000166288,"5,372.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHELTENHAM BC,,5000166289,"7,706.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHERWELL DC,,5000166130,"10,038.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHESHIRE EAST COUNCIL,,5000166459,"81,685.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHESHIRE WEST & CHESTER COUNCIL,,5000166460,"138,193.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHESTERFIELD BC,,5000166290,"103,852.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHICHESTER DC,,5000166131,"9,455.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHILTERN DC (HSG),,5000166132,"5,956.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHORLEY DC,,5000166291,"5,956.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CHRISTCHURCH BC (HSG),,5000166133,"5,956.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CITY OF LINCOLN COUNCIL,,5000166354,"10,855.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CITY OF LONDON (HSG),,5000166134,"50,156.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CITY OF SUNDERLAND (HSG),,5000166135,"90,268.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,CITY OF WAKEFIELD MDC,,5000166432,"94,653.00",Yes,
Communities & Local Government,DCLG,15/06/2011,Local Services Support Grant,Localism,COLCHESTER BC,,5000166292,"16,456.00",Yes,
