"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-03","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-03","EO-D","20133","27281","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-03","G6-B","50043","67313","Senior Policy Adviser","3.6","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-03","G7-B","40686","55562","Senior Policy Adviser","8.48","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-03","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-03","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-03","SEO-B","28741","40701","Policy Adviser","1.59","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-03","SEO-D","30885","40917","Policy Adviser","0.69","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-04","G6-B","50043","67313","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-04","G7-B","40686","55562","Senior Policy Adviser","9.48","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-04","G7-D","43129","55882","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS1-06-01-04","HEO-B","23570","32866","Policy Adviser","4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-01","G6-B","50043","67313","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-01","G7-B","40686","55562","Senior Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-01","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-01","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-02","AO-B","16325","21869","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-02","EO-B","18763","27023","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-02","G6-B","50043","67313","Senior Policy Adviser","1.41","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-02","G7-B","40686","55562","Senior Policy Adviser","3.03","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-02","HEO-B","23570","32866","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-02","HEO-D","25152","33027","Policy Adviser","1.67","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-02","SEO-B","28741","40701","Policy Adviser","3.67","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-03","EO-B","18763","27023","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-03","G6-B","50043","67313","Senior Policy Adviser","1.62","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-03","G7-B","40686","55562","Senior Policy Adviser","5","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-03","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-03","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-03","SEO-B","28741","40701","Policy Adviser","4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-03","SEO-B","28741","40701","Senior Twinning Finance Officer","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","AO-B","16325","21869","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","EO-B","18763","27023","Policy Adviser","2.78","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","G6-B","50043","67313","Senior Policy Adviser","1.59","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","G7-B","40686","55562","Economic Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","G7-B","40686","55562","Senior Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","HEO-B","23570","32866","Assistant Economist","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","HEO-B","23570","32866","Economist","1","Economics"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","HEO-B","23570","32866","Policy Adviser","2.61","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS1-06-02-04","SEO-B","28741","40701","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-01","AA-B","13605","18617","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-01","AO-B","16325","21869","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-01","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-01","EO-D","20133","27281","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-01","G6-B","50043","67313","Senior Policy Adviser","6.69","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-01","G7-B","40686","55562","Senior Policy Adviser","3.67","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-01","HEO-B","23570","32866","Policy Adviser","6.4","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-01","SEO-B","28741","40701","Policy Adviser","3","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS1-06-03-02","AO-B","16325","21869","Personal Assistant","1","Policy"
