Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,18/08/2011,Rent and rates,Defence Infrastructure Organisation ,ARGYLL & BUTE COUNCIL,PA28 JU,833086,72493.11
Ministry of Defence,Ministry of Defence,10/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,SN5 8RS,830006,72395.69
Ministry of Defence,Ministry of Defence,11/08/2011,"Purchase of munitions, other inventory or fuel",Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000012426,72333.79
Ministry of Defence,Ministry of Defence,01/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,826288,72239.71
Ministry of Defence,Ministry of Defence,22/08/2011,Fuel for military use,Land Forces,EXXONMOBIL PETROLEUM & CHEMICAL BVBA,KT22 8UX,2000012524,72235.15
Ministry of Defence,Ministry of Defence,24/08/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,835917,72049.35
Ministry of Defence,Ministry of Defence,09/08/2011,Payment of utilities,Defence Infrastructure Organisation ,DEPARTMENT FOR REGIONAL DEVELOPMENT,BT1 9DJ,33057,72040.49
Ministry of Defence,Ministry of Defence,16/08/2011,Estate management,Defence Infrastructure Organisation ,QINETIQ LIMITED,PO12 2AG,832463,71979
Ministry of Defence,Defence Science and Technology Laboratory,09/08/2011,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000135036 - 00113053,71740
Ministry of Defence,Ministry of Defence,01/08/2011,Estate management,Defence Infrastructure Organisation ,PAUL PICHT,,5000060434,71584.7
Ministry of Defence,Ministry of Defence,23/08/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,835423,71038.19
Ministry of Defence,Ministry of Defence,10/08/2011,Payment of utilities,Defence Infrastructure Organisation ,ANGLIAN WATER SERVICES LIMITED,LN5 7WR,829927,70965.35
Ministry of Defence,Ministry of Defence,08/08/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BABCOCK DYNCORP LIMITED,PE28 2EA,828841,70958.6
Ministry of Defence,Defence Support Group,12/08/2011,Works Fees,Business Stream 1,BABCOCK SUPPORT SERVICES LTD,,10133479,70794.22
Ministry of Defence,Ministry of Defence,04/08/2011,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,SN5 6PE,827673,70540.3
Ministry of Defence,Ministry of Defence,16/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,DRAEGER SAFETY U K LTD,NE24 4RG,832205,70325.22
Ministry of Defence,Ministry of Defence,26/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,MITCHELL DIESEL LIMITED,NG17 2JZ,836870,70190.97
Ministry of Defence,Ministry of Defence,18/08/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,833114,70129.48
Ministry of Defence,Ministry of Defence,11/08/2011,Design services and minor equipment purchases,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,830503,70068.14
Ministry of Defence,Ministry of Defence,05/08/2011,General services and support,Defence Equipment & Support,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,828548,70010.23
Ministry of Defence,Ministry of Defence,19/08/2011,Development costs for military equipment,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,834123,70000
Ministry of Defence,Ministry of Defence,31/08/2011,Research and development,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,838137,70000
Ministry of Defence,Defence Science and Technology Laboratory,26/08/2011,Consumable Materials,Operations,GILDEN PHOTONICS LIMITED,,V - 9000135564 - 00115340,69965
Ministry of Defence,Ministry of Defence,16/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,GE AVIATION SYSTEMS LIMITED,GL52 8SF,832241,69795.25
Ministry of Defence,Defence Science and Technology Laboratory,16/08/2011,Audirors Fees - External,Corporate,NATIONAL AUDIT OFFICE,,V - 9000135241 - 00115372,69500
Ministry of Defence,Ministry of Defence,24/08/2011,Fees for professional services,Land Forces,FRONTIER MEDICAL SERVICES  LIMITED,GL17 0DD,835645,69490
Ministry of Defence,Ministry of Defence,26/08/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WINCANTON GROUP LIMITED,SN14 0WT,837151,69354.65
Ministry of Defence,Ministry of Defence,15/08/2011,Externally delivered education and training,Land Forces,FREDRICK SAMUEL JESSEL,,3000005831,68957.39
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Sub Contracted Research,Programme Office,COSWORTH ELECTRONICS LIMITED,,V - 9000135389 - 00115466,68698.74
Ministry of Defence,Ministry of Defence,08/08/2011,Estate management,Air Command,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,828915,68568.53
Ministry of Defence,United Kingdom Hydrographic Office,09/08/2011,Raw Material/ Finished Goods,Print & Supply,Elliott Baxter & Company ltd,,2000055386,68528.88
Ministry of Defence,Ministry of Defence,16/08/2011,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000012484,68246.56
Ministry of Defence,United Kingdom Hydrographic Office,11/08/2011,Project External Costs,IMT Business Group,HPUG (UK) ltd,,2000055434,67808.56
Ministry of Defence,Ministry of Defence,19/08/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,833763,67707.86
Ministry of Defence,Ministry of Defence,10/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,830049,67601.79
Ministry of Defence,Ministry of Defence,12/08/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,831461,67426.4
Ministry of Defence,Ministry of Defence,09/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,829502,67225.02
Ministry of Defence,Ministry of Defence,08/08/2011,Externally delivered education and training,Land Forces,WBL SERVICES LIMITED,OX2 9HA,829386,67008.33
Ministry of Defence,Ministry of Defence,22/08/2011,Estate management,Defence Infrastructure Organisation ,WREXHAM COUNTY BOROUGH COUNCIL,LL11 1WS,834987,67000
Ministry of Defence,Defence Science and Technology Laboratory,26/08/2011,Sub Contracted Work,Programme Office,NORTHROP GRUMMAN MISSION SYSTEMS EUROPE,,V - 9000135500 - 00115151,66993.39
Ministry of Defence,Ministry of Defence,15/08/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,831678,66848.41
Ministry of Defence,Ministry of Defence,09/08/2011,Purchase of plant and machinery,Defence Equipment & Support,G3 SYSTEMS LIMITED,DT5 1PY,829588,66557.88
Ministry of Defence,Defence Science and Technology Laboratory,19/08/2011,Sub Contracted Work,Operations,UNIVERSITY OF SOUTHAMPTON,,V - 9000135401 - 00114409,66476.67
Ministry of Defence,Ministry of Defence,23/08/2011,Rent and rates,Defence Infrastructure Organisation ,NORTH DORSET DISTRICT COUNCIL,DT11 7LL,835319,66235.76
Ministry of Defence,Ministry of Defence,09/08/2011,Estate management,Defence Equipment & Support,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,829528,66233.85
Ministry of Defence,Ministry of Defence,12/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS (OPERATIONS) LIMITED,ME1 2XX,831022,66226
Ministry of Defence,Ministry of Defence,15/08/2011,Food and clothing,Land Forces,BRISTOL MANAGED SERVICES LTD,BS16 5LL,831618,66037.74
Ministry of Defence,Ministry of Defence,09/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,829534,66023.51
Ministry of Defence,Defence Science and Technology Laboratory,26/08/2011,Professional Services,Operations,SELEX GALILEO LIMITED,,V - 9000135577 - 00116238,65902.45
Ministry of Defence,Ministry of Defence,26/08/2011,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,836771,65833.54
Ministry of Defence,Ministry of Defence,03/08/2011,Fees for professional services,Air Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,827238,65771.01
Ministry of Defence,Ministry of Defence,22/08/2011,Transport hire charges,Land Forces,RAILION DEUTSCHLAND AG,,5000061450,65769.92
Ministry of Defence,Ministry of Defence,08/08/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,UNIVAR LIMITED,BD1 5BD,829368,65753.22
Ministry of Defence,Ministry of Defence,03/08/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,827137,65674.35
Ministry of Defence,Ministry of Defence,23/08/2011,Rent and rates,Defence Infrastructure Organisation ,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,PE30 1PX,835071,65651.16
Ministry of Defence,Ministry of Defence,16/08/2011,Fees for professional services,Defence Infrastructure Organisation ,SECURITAS SECURITY PERSONNEL LIMITED,NN8 6GR,832491,65626.98
Ministry of Defence,Defence Science and Technology Laboratory,12/08/2011,Sub Contracted Work,Operations,CRANFIELD UNIVERSITY,,V - 9000135126 - 00114644,65600
Ministry of Defence,Ministry of Defence,16/08/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,832081,65527.58
Ministry of Defence,Ministry of Defence,10/08/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,830049,65453.74
Ministry of Defence,Ministry of Defence,02/08/2011,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,827030,65417.98
Ministry of Defence,Ministry of Defence,19/08/2011,Rent and rates,Defence Infrastructure Organisation ,GUILDFORD BOROUGH COUNCIL,GU2 4BB,833942,65273.23
Ministry of Defence,Defence Science and Technology Laboratory,31/08/2011,Sub Contracted Research,Programme Office,UNIVERSITY OF BIRMINGHAM,,V - 9000135644 - 00114084,65175.37
Ministry of Defence,Ministry of Defence,01/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,HOEBER-REISEN KG,,5000060397,65093.74
Ministry of Defence,United Kingdom Hydrographic Office,23/08/2011,Purchased Services  Building Product Capability,Infrastructure Programme,Atos IT Services UK Limited,,2000055581,65013
Ministry of Defence,Ministry of Defence,19/08/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,BLAKLEY ELECTRICS LTD,DA1 4GA,833785,64949.3
Ministry of Defence,Ministry of Defence,23/08/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,835453,64932.18
Ministry of Defence,Ministry of Defence,01/08/2011,Fuel for military use,Air Command,EXXONMOBIL PETROLEUM & CHEMICAL BVBA,KT22 8UX,2000012325,64902.79
Ministry of Defence,Defence Science and Technology Laboratory,12/08/2011,IT Hardware,Operations,EDGEWATER COMPUTER SYSTEMS LIMITED,,V - 0000001739 - 00115314,64616
Ministry of Defence,Ministry of Defence,30/08/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,837308,64580
Ministry of Defence,Ministry of Defence,19/08/2011,Rent and rates,Defence Infrastructure Organisation ,CORNWALL COUNCIL,PL27 6TW,833842,64578.39
Ministry of Defence,Ministry of Defence,15/08/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,831589,64544.82
Ministry of Defence,Defence Science and Technology Laboratory,26/08/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000135575 - 00114817,64500
Ministry of Defence,Ministry of Defence,12/08/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,831496,64483.62
Ministry of Defence,Ministry of Defence,15/08/2011,Purchase of buildings and military equipment ,Air Command,VT FLAGSHIP LTD,PO6 4PR,832037,64380.49
Ministry of Defence,Ministry of Defence,18/08/2011,Rent and rates,Defence Infrastructure Organisation ,AYLESBURY VALE DISTRICT COUNCIL,HP20 2TW,833106,63905.22
Ministry of Defence,Ministry of Defence,01/08/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,826576,63717.88
Ministry of Defence,Ministry of Defence,17/08/2011,Medical treatment & stores and welfare services,Defence Equipment & Support,LEVEL PEAKS ASSOCIATES,,GPC 004,63594
Ministry of Defence,Ministry of Defence,17/08/2011,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000061269,63502.44
Ministry of Defence,Ministry of Defence,08/08/2011,IT and communication services,Defence Equipment & Support,ULTRA ELECTRONICS LIMITED,HP10 9UT,829362,63200.73
Ministry of Defence,Defence Science and Technology Laboratory,05/08/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000134988 - 00114188,63200
Ministry of Defence,Ministry of Defence,22/08/2011,Estate management,Defence Infrastructure Organisation ,LENGELING SERVICE GMBH,,5000061434,63195.64
Ministry of Defence,Ministry of Defence,18/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,SELEX SYSTEMS INTEGRATION LTD,AL7 1TW,833592,63117.99
Ministry of Defence,Ministry of Defence,31/03/2011,"Transporation of personnel, freight and travel expenses",Central TLB,Crown Agents,,70,63100.44
Ministry of Defence,Ministry of Defence,11/08/2011,Estate management,Land Forces,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,830521,63000
Ministry of Defence,Ministry of Defence,22/08/2011,Fees for professional services,Navy Command,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,834537,62959
Ministry of Defence,Ministry of Defence,22/08/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,834412,62863.52
Ministry of Defence,Ministry of Defence,10/08/2011,Purchase of information and communications technology,Defence Equipment & Support,NORBECK LIMITED,BA14 0XD,830211,62816.4
Ministry of Defence,Ministry of Defence,22/08/2011,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,834358,62791.94
Ministry of Defence,Ministry of Defence,04/08/2011,IT and communication services,Defence Equipment & Support,FUJITSU SERVICES LIMITED,TW18 3BF,827850,62518
Ministry of Defence,Defence Science and Technology Laboratory,05/08/2011,Sub Contracted Work,Operations,LGC LIMITED,,V - 9000134941 - 00114594,62500
Ministry of Defence,Ministry of Defence,16/08/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,832465,62434.85
Ministry of Defence,United Kingdom Hydrographic Office,24/08/2011,Purchased Services  Building Product Capability,Infrastructure Programme,Atos IT Services UK Limited,,2000055601,62353
Ministry of Defence,Ministry of Defence,25/08/2011,IT and communication services,Air Command,JEPPESEN U.K. LIMITED,RH10 9AD,836292,62304.08
Ministry of Defence,United Kingdom Hydrographic Office,03/08/2011,Purchased Services  Building Product Capability,Infrastructure Programme,Atos IT Services UK Limited,,2000055319,62272
Ministry of Defence,Ministry of Defence,04/08/2011,Fuel for military use,Central TLB,ARVAL UK LTD,SN5 6PE,827673,62115.29
Ministry of Defence,Ministry of Defence,09/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,ROYAL MAIL GROUP LIMITED,PE4 5PG,829794,61978.51
Ministry of Defence,Ministry of Defence,05/08/2011,Externally delivered education and training,Air Command,AGUSTAWESTLAND LIMITED,BA20 2YB,828278,61833
Ministry of Defence,Ministry of Defence,17/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,NN10 6AZ,832660,61421.58
Ministry of Defence,Ministry of Defence,24/08/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,PALLETWAYS (U K) LTD,WS13 8NE,835831,61254.4
Ministry of Defence,Defence Science and Technology Laboratory,26/08/2011,Other Services & Office costs,Infrastructure,BCD ENGINEERING (UK) LIMITED,,V - 9000135562 - 00115690,61214.23
Ministry of Defence,Ministry of Defence,30/08/2011,Estate management,Defence Infrastructure Organisation ,EUROPA FACILITIES MANAGEMENT LTD,M50 3SP,837343,61207.52
Ministry of Defence,Ministry of Defence,25/08/2011,Estate management,Defence Infrastructure Organisation ,SIEMENS AG GEBAUDEREINIGUNG,,5000061707,61115.68
Ministry of Defence,Royal Hospital Chelsea GIA,19/08/2011,Security,Royal Hospital Chelsea,Wilson James,,PIN118388,60981.46
Ministry of Defence,Ministry of Defence,24/01/2011,Rent and rates,Central TLB,DE RENT,,34974,60966.13
Ministry of Defence,Ministry of Defence,18/08/2011,Design services and minor equipment purchases,Defence Equipment & Support,KARCHER (U.K.) LTD,OX16 1TB,833383,60938.09
Ministry of Defence,Defence Support Group,04/08/2011,Telephone Lines and Rental,Corporate,British Telecommunications PLC,,10133366,60859.2
Ministry of Defence,Ministry of Defence,24/08/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,835517,60811.38
