Department family,Entity,Date,Expense type,Expense area,Supplier,Post Code,Transaction number,Total
Ministry of Defence,Ministry of Defence,18/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,820919,"424,490.40"
Ministry of Defence,Ministry of Defence,15/07/2011,Fees for professional services,Defence Equipment & Support,KPMG LLP,WD17 1DE,820029,"422,741.00"
Ministry of Defence,Ministry of Defence,20/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,821992,"422,124.00"
Ministry of Defence,Ministry of Defence,21/07/2011,Externally delivered education and training,Navy Command,VT FLAGSHIP LTD,PO6 4PR,822692,"416,304.00"
Ministry of Defence,Ministry of Defence,15/07/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,820314,"415,752.45"
Ministry of Defence,Ministry of Defence,12/07/2011,Development costs for military equipment,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,CM1 1QW,818146,"413,436.00"
Ministry of Defence,Ministry of Defence,21/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,822424,"412,445.85"
Ministry of Defence,Ministry of Defence,07/07/2011,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,816362,"412,157.68"
Ministry of Defence,Ministry of Defence,29/07/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,825581,"407,934.23"
Ministry of Defence,Ministry of Defence,08/07/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,817122,"405,016.76"
Ministry of Defence,Ministry of Defence,06/07/2011,IT and communication services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,2000012102,"404,426.88"
Ministry of Defence,Ministry of Defence,20/07/2011,Food and clothing,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,821802,"403,100.14"
Ministry of Defence,Ministry of Defence,25/07/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000060002,"402,788.86"
Ministry of Defence,Ministry of Defence,08/07/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,817344,"402,043.97"
Ministry of Defence,Ministry of Defence,20/07/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,822137,"399,484.68"
Ministry of Defence,Ministry of Defence,20/07/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BOEHMETAL GMBH,,5000059802,"393,538.81"
Ministry of Defence,Ministry of Defence,11/07/2011,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,CB1 2JD,817968,"389,916.50"
Ministry of Defence,Ministry of Defence,13/07/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,819131,"389,142.66"
Ministry of Defence,Ministry of Defence,14/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,819706,"380,913.20"
Ministry of Defence,Ministry of Defence,27/07/2011,Purchase of buildings and military equipment ,Land Forces,TRAX K LTD,,460,"380,570.66"
Ministry of Defence,Ministry of Defence,07/07/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,816101,"379,824.53"
Ministry of Defence,Ministry of Defence,05/07/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000058652,"379,442.48"
Ministry of Defence,Ministry of Defence,11/07/2011,Medical treatment & stores and welfare services,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,RG22 4AH,817598,"378,357.54"
Ministry of Defence,Ministry of Defence,15/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,CM1 1QW,819798,"377,914.00"
Ministry of Defence,Ministry of Defence,20/07/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,821633,"375,392.56"
Ministry of Defence,Ministry of Defence,13/07/2011,Purchase of inventory and services ,Defence Equipment & Support,HARSCO INFRASTRUCTURE SERVICES LIMITED,G51 1PR,818846,"373,834.24"
Ministry of Defence,Ministry of Defence,12/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,PRIDE (SERP) LTD,GU11 2ER,818464,"371,083.80"
Ministry of Defence,Ministry of Defence,28/07/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,825214,"370,953.13"
Ministry of Defence,Ministry of Defence,05/07/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,814588,"367,066.05"
Ministry of Defence,Ministry of Defence,29/07/2011,"Purchase of munitions, other inventory or fuel",Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000012308,"363,997.59"
Ministry of Defence,Ministry of Defence,27/07/2011,Property leases,Defence Infrastructure Organisation ,COVESEA LIMITED,EH2 2PJ,824539,"363,123.54"
Ministry of Defence,Ministry of Defence,07/07/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,816440,"362,557.62"
Ministry of Defence,Ministry of Defence,15/07/2011,Medical treatment & stores and welfare services,Land Forces,WRVS SERVICES WELFARE LIMITED,CF23 8RP,820345,"358,475.28"
Ministry of Defence,Ministry of Defence,19/07/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,BAE SYSTEMS SURFACE SHIPS PORTSMOUTH LIMITED,PO1 3NH,821015,"356,999.38"
Ministry of Defence,Ministry of Defence,14/07/2011,Fees for professional services,Defence Equipment & Support,KPMG LLP,WD17 1DE,819444,"351,937.00"
Ministry of Defence,Ministry of Defence,06/07/2011,IT and communication services,Central TLB,IBM UNITED KINGDOM LIMITED,PO6 3AE,815677,"349,037.50"
Ministry of Defence,Ministry of Defence,04/07/2011,IT and communication services,Central TLB,LOGICA UK LIMITED,CF31 9AP,814052,"340,956.05"
Ministry of Defence,Ministry of Defence,20/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,821629,"332,965.00"
Ministry of Defence,Defence Support Group,07/07/2011,IT Services,Corporate,CAPGEMINI UK PLC,GU21 6DB,10130212,"329,931.25"
Ministry of Defence,Ministry of Defence,07/07/2011,Design services and minor equipment purchases,Command Joint Operations,VAN WIJNGAARDEN MARINE SERVICES B V,,3000005687,"328,120.00"
Ministry of Defence,Ministry of Defence,22/07/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,822778,"327,867.91"
Ministry of Defence,Ministry of Defence,12/07/2011,Estate management,Air Command,VT FLAGSHIP LTD,PO6 4PR,818581,"327,565.40"
Ministry of Defence,Ministry of Defence,26/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,German Construction Agency,,GCALSXMUN1-3DEKJUN11,"321,562.50"
Ministry of Defence,Ministry of Defence,05/07/2011,Payment of utilities,Defence Infrastructure Organisation ,SVO VERTRIEB GMBH,,5000058807,"320,998.68"
Ministry of Defence,Ministry of Defence,13/07/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,819119,"319,254.99"
Ministry of Defence,Ministry of Defence,21/07/2011,Medical treatment & stores and welfare services,Defence Equipment & Support,MARKET & OPINION RESEARCH INTERNATIONAL,W1U 6NS,822452,"319,200.00"
Ministry of Defence,Ministry of Defence,28/07/2011,Estate management,Defence Infrastructure Organisation ,PRIDE (SERP) LTD,GU11 2ER,825369,"317,691.37"
Ministry of Defence,Ministry of Defence,19/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000059602,"315,149.85"
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of buildings and military equipment ,Air Command,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,815354,"311,073.77"
Ministry of Defence,Ministry of Defence,21/07/2011,Medical treatment & stores and welfare services,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,RG22 4AH,822289,"310,175.80"
Ministry of Defence,Ministry of Defence,12/07/2011,Externally delivered education and training,Land Forces,BABCOCK TRAINING LIMITED,PO6 4PR,161626,"308,853.52"
Ministry of Defence,Ministry of Defence,05/07/2011,Design services and minor equipment purchases,Air Command,T.G. POWER LTD,G51 3EQ,815285,"307,839.60"
Ministry of Defence,Ministry of Defence,04/07/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000058598,"306,436.57"
Ministry of Defence,Ministry of Defence,25/07/2011,Purchase of inventory and services ,Defence Equipment & Support,HAWKER BEECHCRAFT LIMITED,CH4 0BA,823561,"306,350.25"
Ministry of Defence,Ministry of Defence,29/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,HAWKER BEECHCRAFT LIMITED,CH4 0BA,825766,"305,110.76"
Ministry of Defence,Ministry of Defence,20/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,ISG JACKSON LIMITED,IP3 0NA,821801,"302,174.85"
Ministry of Defence,Ministry of Defence,19/07/2011,Payment of utilities,Central TLB,BUYING SOLUTIONS,L3 1PE,2E+11,"301,029.59"
Ministry of Defence,Ministry of Defence,04/07/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,813813,"299,606.39"
Ministry of Defence,Ministry of Defence,27/07/2011,Property leases,Defence Infrastructure Organisation ,BANNOCKBURN HOMES LIMITED,EH2 1DF,824485,"299,278.01"
Ministry of Defence,Ministry of Defence,27/07/2011,Fees for professional services,Central TLB,LOGICA UK LIMITED,CF31 9AP,824659,"298,450.54"
Ministry of Defence,Ministry of Defence,05/07/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,815257,"295,798.01"
Ministry of Defence,Ministry of Defence,08/07/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000059037,"295,667.56"
Ministry of Defence,Ministry of Defence,21/07/2011,Purchase of inventory and services ,Defence Equipment & Support,MARKET & OPINION RESEARCH INTERNATIONAL,W1U 6NS,822452,"295,346.40"
Ministry of Defence,Ministry of Defence,04/07/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,814313,"295,117.64"
Ministry of Defence,Ministry of Defence,08/07/2011,IT and communication services,Central TLB,LOGICA UK LIMITED,CF31 9AP,817091,"294,774.00"
Ministry of Defence,Ministry of Defence,11/07/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,MEGGITT TRAINING SYSTEMS INC,,817806,"294,380.10"
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,BS34 8YU,5000058877,"292,509.05"
Ministry of Defence,Ministry of Defence,15/07/2011,Estate management,Defence Infrastructure Organisation ,STADT MUENSTER,,5000059535,"292,190.36"
Ministry of Defence,Ministry of Defence,14/07/2011,Medical treatment & stores and welfare services,Central TLB,CHAS.A.BLATCHFORD & SONS LIMITED,RG22 4AH,819297,"291,338.38"
Ministry of Defence,Ministry of Defence,22/07/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,823219,"290,678.01"
Ministry of Defence,Ministry of Defence,04/07/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000058581,"289,632.38"
Ministry of Defence,Ministry of Defence,12/07/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,818525,"285,671.21"
Ministry of Defence,Ministry of Defence,27/07/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,824868,"284,033.71"
Ministry of Defence,Ministry of Defence,07/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,816103,"276,785.04"
Ministry of Defence,Ministry of Defence,14/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,819707,"274,744.48"
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,814586,"274,699.75"
Ministry of Defence,Ministry of Defence,05/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,815155,"273,992.31"
Ministry of Defence,Ministry of Defence,18/07/2011,Purchase of inventory and services ,Central TLB,THE ROYAL MINT,CF72 8YT,820902,"272,827.93"
Ministry of Defence,Ministry of Defence,04/07/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,814278,"269,596.93"
Ministry of Defence,Ministry of Defence,19/07/2011,Purchase of inventory and services ,Defence Equipment & Support,HESCO BASTION LTD,LS9 0NP,821173,"266,570.63"
Ministry of Defence,Ministry of Defence,06/07/2011,Medical treatment & stores and welfare services,Command Joint Operations,NATS (SERVICES) LIMITED,EH12 5HG,815765,"265,833.32"
Ministry of Defence,Ministry of Defence,05/07/2011,Estate management,Air Command,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,815354,"262,765.22"
Ministry of Defence,Ministry of Defence,27/07/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,824466,"259,930.65"
Ministry of Defence,Ministry of Defence,26/07/2011,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,SE1 7DU,824015,"257,199.27"
Ministry of Defence,Ministry of Defence,13/07/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,EADS DEUTSCHLAND GMBH,,3000005708,"256,950.00"
Ministry of Defence,Ministry of Defence,13/07/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,818733,"253,234.47"
Ministry of Defence,Ministry of Defence,21/07/2011,Fuel for military use,Air Command,FMV TEST AND EVALUTION DIRECTORATE,SE115 88,5000059839,"251,957.14"
Ministry of Defence,Ministry of Defence,06/07/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,815960,"251,396.66"
Ministry of Defence,Ministry of Defence,27/07/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,824856,"248,775.86"
Ministry of Defence,Ministry of Defence,28/07/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,825425,"247,972.91"
Ministry of Defence,Ministry of Defence,25/07/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,823348,"246,322.44"
Ministry of Defence,Ministry of Defence,20/07/2011,Rent and rates,Defence Infrastructure Organisation ,RUSHMOOR BOROUGH COUNCIL,GU14 7JU,822021,"245,347.89"
Ministry of Defence,Ministry of Defence,04/07/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,813799,"243,990.40"
Ministry of Defence,Ministry of Defence,22/07/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,822778,"241,708.71"
Ministry of Defence,Ministry of Defence,05/07/2011,Medical treatment & stores and welfare services,Air Command,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,815323,"240,485.25"
Ministry of Defence,Ministry of Defence,07/07/2011,Medical treatment & stores and welfare services,Central TLB,PORTSMOUTH HOSPITALS N H S TRUST,WF3 1WE,2E+11,"237,500.00"
Ministry of Defence,Ministry of Defence,20/07/2011,Rent and rates,Defence Infrastructure Organisation ,RICHMONDSHIRE DISTRICT COUNCIL,DL10 7AF,822009,"236,416.14"
Ministry of Defence,Ministry of Defence,22/07/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,822767,"232,682.72"
Ministry of Defence,Ministry of Defence,13/07/2011,Externally delivered education and training,Land Forces,DEFLOG VQ TRUST LIMITED,HU17 8DY,818751,"230,059.99"
Ministry of Defence,Ministry of Defence,26/07/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,824385,"227,890.75"
Ministry of Defence,Ministry of Defence,06/07/2011,Medical treatment & stores and welfare services,Land Forces,GUY'S & ST THOMAS NHS FOUNDATION TRUST,SE1 9RT,5000058866,"224,628.68"
Ministry of Defence,Defence Support Group,21/07/2011,Barclaycard Control a/c,Corporate,Barclays Bank ( Visa),,10131844,"224,623.62"
Ministry of Defence,Ministry of Defence,06/07/2011,Property leases,Defence Infrastructure Organisation ,WESTERN CHALLENGE HOUSING ASSOCIATION LIMITED,BH23 4GE,816032,"222,327.36"
Ministry of Defence,Ministry of Defence,21/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,KY11 9JT,822581,"221,826.84"
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,817120,"220,222.55"
Ministry of Defence,Ministry of Defence,19/07/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000059602,"219,432.70"
Ministry of Defence,Ministry of Defence,15/07/2011,Estate management,Air Command,SERCO LIMITED,RG27 9UY,820234,"219,000.34"
Ministry of Defence,Ministry of Defence,19/07/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,821477,"218,443.04"
Ministry of Defence,Ministry of Defence,05/07/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,815257,"218,311.18"
