Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Net Total 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MORECROFTS LLP,1018510,200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",HM LAND REGISTRY,1018579,50
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Hire of Conference Facilities (Programme),Knowledge and Innovation Group - Innovation,ST JOHNS INNOVATION CENTRE LTD,1018461,555.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Economic Consultancy and Research,Business & Skills Group - Enterprise Directorate,BDRC CONTINENTAL LTD,1018546,16250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Innovation,"Personal Expense, Name Witheld.",10275552,86.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Innovation,"Personal Expense, Name Witheld.",10275552,65.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Other Overseas T&S (Programme),Knowledge and Innovation Group - Innovation,"Personal Expense, Name Witheld.",10275552,10.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Rail Fares,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld.",10275550,9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Hotels Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld.",10275550,57.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Subsistence Payments Overseas,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld.",10275550,5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld.",10275550,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Mileage Allowances,Business & Skills Group - Economic Development Directorate,"Personal Expense, Name Witheld.",10275560,121.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Professional Training,Business & Skills Group - Enterprise Directorate,AMADEUS SOFTWARE LTD,1018547,930
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Professional Training,Business & Skills Group - Enterprise Directorate,AMADEUS SOFTWARE LTD,1018547,930
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Professional Training,Business & Skills Group - Enterprise Directorate,AMADEUS SOFTWARE LTD,1018549,930
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Professional Training,Business & Skills Group - Enterprise Directorate,AMADEUS SOFTWARE LTD,1018551,697.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Hotels Overseas,Business & Skills Group - Information Economy,"Personal Expense, Name Witheld.",10275553,512.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Subsistence Payments Overseas,Business & Skills Group - Information Economy,"Personal Expense, Name Witheld.",10275553,50
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Professional Subscriptions,Finance & Commercial Group - Information and Workplace Strategies,"Personal Expense, Name Witheld.",10275559,189
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Rail Fares,Finance & Commercial Group - Information and Workplace Strategies,"Personal Expense, Name Witheld.",10275569,52.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Professional Subscriptions,Finance & Commercial Group - Information and Workplace Strategies,"Personal Expense, Name Witheld.",10275570,189
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Publications,Knowledge and Innovation Group - Innovation,BT CONFERENCING,1018444,12.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Staff Transfer/Detached Duty Costs,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Witheld.",10275548,546.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Mileage Allowances,Knowledge and Innovation Group - Research Base,"Personal Expense, Name Witheld.",10275561,38.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Rail Fares,Knowledge and Innovation Group - UK Space Agency,"Personal Expense, Name Witheld.",10275571,9.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Rail Fares Overseas,Knowledge and Innovation Group - UK Space Agency,"Personal Expense, Name Witheld.",10275571,2.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Hotels Overseas,Knowledge and Innovation Group - UK Space Agency,"Personal Expense, Name Witheld.",10275571,134.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - UK Space Agency,"Personal Expense, Name Witheld.",10275571,8.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - UK Space Agency,"Personal Expense, Name Witheld.",10275571,14.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Public Relations - Other Expenditure,"Legal, People & Communications Group - Communications Directorate",JAMIE O COMMS LTD,1018504,1300
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Static Line Rental,"Legal, People & Communications Group - Communications Directorate",BRITISH TELECOMMUNICATIONS plc (BT),1018483,124.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Static Line Rental,"Legal, People & Communications Group - Communications Directorate",BRITISH TELECOMMUNICATIONS plc (BT),1018483,-3.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1018104,282.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ADECCO UK LTD,1018501,277.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate","Personal Expense, Name Witheld.",10275558,281.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Rail Fares,"Legal, People & Communications Group - Legal","Personal Expense, Name Witheld.",10275562,147.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Other Overseas Travel & Subsistence,Market and Frameworks Group - Europe and World Trade Directorates,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015861,801.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Rail Fares,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld.",10275551,14.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Rail Fares Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld.",10275551,6.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Subsistence Payments Overseas,Market and Frameworks Group - Europe and World Trade Directorates,"Personal Expense, Name Witheld.",10275551,34.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1018478,390
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Taxis Overseas,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,FOREIGN AND COMMONWEALTH OFFICE (FCO),1015922,84.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1018524,120
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/02/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1018526,135
